playcounts,name,fav,introduce,director,step,actor
,东北诡案录之鬼上床,,简介：我国自建国以来就以破除封建迷信为基本国策，但在面对一些现今科技难以解释的不可思议事件时，却难免会感到尴尬。为此中央国务院秘密成立了一支“特殊案件调查组”（简称“特案组”），专门处理全省各地发生的超自然案件。特殊案件调查组的存在与国家政策背道而驰，所以政府机构对外从未公开承认过该组织的存在；又因特案组所处理的案件尽是些荒诞离奇之事，一旦公之于众势必引起社会恐慌！然而……一宗宗违背科学常理、离奇诡异的人类超自然案件屡有发生，为避免引起市民的恐慌和不安，中央国务院秘密下令特殊案件调查组对其进行调查侦破。原是特警出身，沉着稳重、具有超强指挥才能的特案三科行动队长林韩，率领特案三科‘能力成员’周旋于无数离奇的人类超自然事件当中，通过惊心动魄的激战和严密的推理解开了一个个扑朔迷离的疑团。‘鬼奸迷案’、‘瞬间移动’、‘人皮面具’、‘炼尸异能’、‘幻觉晶石’、‘心灵谋杀’等等一幕幕骇人听闻的人类超自然案件的背后，竟然隐藏着人性扭曲丑陋的一面，直到幕后一个庞大的超自然能力组织慢慢浮出水面，所得到的真相比表象更加不可思议、难以置信……我国自建国以来就以破除封建迷信为基本国策，但在面对一些现今科技难以解释的不可思议事件时，却难免会感到尴尬。为此中央国务院秘密成立了一支“特殊案件调查组”（简称“特案组”），专门处理全省各地发生的超自然案件。特殊案件调查组的存在与国家政策背道而驰，所以政府机构对外从未公开承认过该组织的存在；又因特案组所处理的案件尽是些荒诞离奇之事，一旦公之于众势必引起社会恐慌！然而……一宗宗违背科学常理、离奇诡异的人类超自然案件屡有发生，为避免引起市民的恐慌和不安，中央国务院秘密下令特殊案件调查组对其进行调查侦破。原是特警出身，沉着稳重、具有超强指挥才能的特案三科行动队长林韩，率领特案三科‘能力成员’周旋于无数离奇的人类超自然事件当中，通过惊心动魄的激战和严密的推理解开了一个个扑朔迷离的疑团。‘鬼奸迷案’、‘瞬间移动’、‘人皮面具’、‘炼尸异能’、‘幻觉晶石’、‘心灵谋杀’等等一幕幕骇人听闻的人类超自然案件的背后，竟然隐藏着人性扭曲丑陋的一面，直到幕后一个庞大的超自然能力组织慢慢浮出水面，所得到的真相比表象更加不可思议、难以置信……,"闫晓峰,死侍",,"刘佳桥,张小花,宋东旭,王悦华"
,湘恋日记,,简介：北漂的侗族女孩赵小禾和相恋多年的作家男友陈晓峰感情出现变故，以姥姥去世为由，回到湖南怀化老家，在老家碰上大学相恋三年的恋人，陈晓峰因无赵小禾帮助，无法完成新作被老板狠批，决定去怀化找回赵小禾。赵小禾在老家发现姥姥遗留下来的一本日记，讲述着姥姥和姥爷的爱情故事。决定将日记故事写成小说。相互亏欠的三人在怀化相遇发生的爱恨情仇。,"吴吞,马应寿",,"王俊彭,胡恬溦,王雯雯,王鑫尧"
,老师再爱我一次,,简介：本片讲的是父母双亡与爷爷相依为命的农村孩子石头，几经曲折被浙江温州平阳武校破格招收免费学习，在女老师肖教练的精心培养下，最终为学校赢得武术大赛冠军的感人故事。,蔡德成,,"王小龙,汤镇宗,刘洪坤,徐亚"
,P图成真,,简介：宅女污女腐女赵美颜，事业爱情狼狈不堪，迷恋帅哥，疯追大学男神朴正爽多年未果。霸道总裁朴正爽招助理。美颜海选遭淘汰，男闺蜜甄健为美颜请法师作法，请了一尊企鹅神“彭有权”。彭有权把美颜的“美颜相机”变成“画皮”，美颜在手机内美化完的自拍照，生活中真的变漂亮，P图成真！从此事业爱情开始逆转！逐步获得了朴的钟情，但最后时刻被情敌刘情揭穿，朴无法接受，赶走美颜，甄健挺身而出向美颜表白深爱，美颜领悟爱情真谛，有情人终成眷属！,芦伟,,"张帅,文祈,乔佳旭,原大宝,申晓雨"
,川囧·青春有梦,,简介：一个落魄的电影导演和一个破产企业的老板为了逃避生活来到了战狼研习营学习，想改变自己的人生，从开始华丽丽的装逼到谎言被逐个揭穿，两人却因此成为了好兄弟，于是在同学们的帮助下，大家开始了剧中剧的拍摄，并最终取得了成功，也见到了陈冲的女神车侑蓝，并和自己打了一局台球。,刘汪洋,,"海涛,车侑蓝,侯刚"
,玩命追逐,,简介：某电视鉴宝栏目教授古野将一枚价值不菲的古钱币鉴定为赝品， 古野手下杨伟将古钱币从鉴宝者手中骗回，到酒吧消费时，无意中丢失了古钱币。古野极其愤怒，让杨伟到陕西将刚收到的兵马俑偷运回来，将功补过。杨伟无奈和一个死党、一个酒吧卖酒女，三人假扮医生和护士，将一辆破车改装成救护车上路了。一路上，三个假医生和两个倒卖、偷运文物的假警察，为了争夺兵马俑，展开了一场惊险刺激的追踪之旅。一路上，他们玩命追逐，斗智斗勇，演绎了一个个令人啼笑皆非的故事。,聂岩伟,,"刘超,王迪,蔻钟吁,余爱笑"
,幸存者游戏,,简介：一个重金悬赏参与者的密室杀人游戏；无论扮演平民还是扮演杀手，只要最后胜出的的人，就可以获得无比丰厚的奖金。,陆之渊,,"卢小彧,何籽乐,孙天文"
,欲望迷宫2迷雾山庄,,简介：螳螂扑蝉黄雀在后，平静的小山庄因一场醉驾逃逸引起了蝴蝶效应，坠入欲望迷宫里的人们，撕破了山庄原本和善的脸  ——《迷雾山庄》。春节期间，群演李大炮回到了离别三年的老家，“明星”效应邻里间引起不小轰动，村里名声不好却热情倔强的女孩儿王小妹爱上了李大炮。一次同学聚会后的醉驾，在村口撞上了村长的儿子黄二满，生死未知，李大炮在父亲李建国的帮助下逃逸到了县城。可一切被村里的钱会计躲在暗处看见，谎称黄二满被撞死，以此要挟屡次向李建国敲诈封口费，东躲西藏的李大炮大年夜回到家里，饭后与王小妹约会，钱会计又一次上门敲诈未遂被李建国误杀。抛尸枯井后的李家陷入恐慌后的绝望，这时痴痴傻傻的黄二满出现在村口……,刘鹏,,"姜彭,贺清青"
,月亮的后裔,,简介：本季故事主要讲述了吴刚因修仙出错，被师傅处罚在广寒宫前砍伐破而重生的桂树。偌大的广寒宫，只有吴刚砍树的声音与嫦娥和玉兔相伴。三千年日月交替，吴刚与嫦娥互生情愫，两人本只愿这样在月宫平淡共度，不曾想，他们的爱却遭到了玉兔的纠缠，她偷食月晶石，将嫦娥打入转生池，更将吴刚困在了桂树之下。吴刚在月宫厨娘桂姨的帮助下，逃往凡界，寻找嫦娥，而且必须在月圆之前找到嫦娥，并与之相认。,江耀鑫,,"王予诺,高翔宇,杜厚佳,孙婕,林乐乐"
,外星萝莉,,简介：一场突然而至的流星雨让来自外星的小萝莉胡妮胡可意外的流落到宅男代驾金钟二家，她的出现打破了金钟二原本平静的生活，人类大叔和外星萝莉就这么生活了在一起。外星萝莉利用她的超能力给金钟二带来很多便利，同时也引来了危险......,袁斌,,"刘宸希,张炜迅"
,逆袭的青春,,简介：艺佳是个性情温顺，富有才华的女生，作品颇具古典气质；好友志青，生性叛逆，作品总是充满争议。他苦恋艺佳，但又无法获得她的爱意。艺佳的室友温蕾，为了艺术，总是不惜一切手段。影片展现了当今艺术学院的师生丰富多彩的艺术生活。艺术家是一个特殊群体，在普通人眼中他们是一群浪漫、有活力又不羁的人。本片表现了艺术学子们所经历的情感与所面临的困境，以及他们如何走出困境并迈向艺术理想的过程。,杨涛,,"大飞,阚婷婷"
,变形活宝,,简介：影片由湖南卫视著名节目主持人李锐携手小演员倾情演绎，把《变形计》以喜剧电影的形式展现在观众面前。在电影中以城市父母做生意没有时间管教自己的孩子，而这些富家子弟在学校不听管教，因为老师上课说了两句就雇社会人员把老师车轱辘卸了，老师找到了家长，让其下乡在农村体验生活，在农村，孩子们把村里闹的天翻地覆，闹出一出出让人啼笑皆非的故事。,许芮搏,,"李锐,苗强,袁媛"
,最佳合伙人,,"简介：郭子、潇潇、张扬、麻杆儿四人在大学时是死党，郭子一直想着跟大家一起创业，张扬喜欢音乐，麻杆儿一直暗恋着校花，毕业前女神却被好友郭子表白，毕业后大家各奔东西,潇潇因对某个人的念念不忘，又把四人聚在一起创业。",刀北Dolby,,"温心,刘令,杨科,孙志华"
,瓜娃子：吓死宝宝鸟,,简介：屌丝张小白利用一场自驾游活动骗来了对自己一见钟情的艾佳，企图在旅途中寻找机会与其发生关系，不料却在路途中遇见了女神骗子悠悠，三人一同上路。途中张小白对艾佳的爱意很快转移到了悠悠身上，而艾佳醋意大发。殊不知接踵而来的是麻烦不断，三人莫名其妙地被两个神秘男人追踪，紧接着艾佳被绑架……悠悠到底是谁，艾佳被绑架与她有关吗？,杨欢,,"崔冠杰,曾梦雪,周芮伊,彭子晏"
,伟哥的春天,,简介：该片以两对北漂夫妻在京创业，积累财富后做出不同选择，进而走向不同道路的故事展开叙事。事实上，本片编剧以苟胜和二凤夫妇的“抠门”设下伏笔，随着故事深入，“抠门”的原因被逐一解开。原来，苟胜和二凤夫妇几乎把所有积蓄用作善款，而杨伟和裴蓓夫妇在得知这个消息后，做了深刻的反思，并逐步找到夫妻二人之间丢失的东西。,王皓,,"陆由,佘萍"
,圈子之德州风云,,简介：爱耍帅的调酒师张浩骗婚美女若涵，因而与喜欢若涵的富二代杨宇名结成仇怨；虽然张浩骗了若涵，但却十分爱若涵，若涵也被这份真爱感动，甚至陪着张浩一起靠各种骗术维持日常开销；张浩的骗子生涯里，遭遇德州扑克，在一位老大哥的提点之下，终于恍然大悟，浪子回头，开始做一个有理想有担当的人，为爱负责。杨宇名不甘被抢风头，多次追踪张浩，发现张浩骗了所有人，试图揭穿张浩的骗局，使出各种横招，但阴差阳错，最后却深深被浪子回头的张浩所打动，与张浩做了好兄弟。,王兵,,"张哲浩,方柏霓,倪菘阳"
,再见少女时代,,简介：女强人周佳宁，总能摆平属下做不成的事情。在各种各样的生意间游刃有余。她常常会回到一家咖啡厅，喝着不如星巴克的廉价咖啡，听着恋人们流传的那个“星期二女孩”的故事。而她是故事的主角。当年在校园的周佳宁远不如现在的风光，她领着补助金，图书馆做兼职，被恶毒白富美的排挤。简单朴素平凡的她终于遇到那个只为在人群中多看一眼的他！这一眼，一见钟情......生活是什么？有的哭笑叫闹着开场，有的没声音留着眼泪悄悄结束。爱情呢？也许，就是这样吧。,李海鹰,,"孔奇力,李苗英,蒿怡帆"
,囧梦,,简介：梦总是支离破碎的，有喜有悲，看起来和现实差相仿佛，但有时候现实反而不如梦境真实。在梦里，错了可以重来，在现实中，无论你准备的多么充分，若是没有机遇，一切的一切都只能付诸流水。你的梦，我的梦，他的梦，无论在自己的心里是美是噩，掺杂在一起，综合出来的都是一个囧！人生是囧，梦亦是囧，无论是真是梦，只要你迈过囧途，精彩就在眼前,曹志强,,"赵亚峰,晓婉"
,不合理蛙,,"简介：80后城市大男孩儿卢晓辉，爱冒险、个性且追求时尚、生活挑剔又浑身充满棱角，与父母的一次冲突，让他敏感脆弱的内心深受打击。于是，他背上行囊，骑着单车，浪迹天涯。然而，在公路上疾驰飞翔的他不幸被一辆货车撞倒，扭伤了脚踝，汽车却扬长而去，留下晓辉一人在炙热的马路上独自忍受疼痛。一个男人骑着摩托车路过，看到晓辉甚是可怜，便带着晓辉去医院包扎好伤口，并带到家中，细心照顾。男人的老婆对晓辉的到来非常担心，并处处提防，怕男人被晓辉欺骗，然而相处的时间久了，却逐渐了解到晓辉的善良内心，而女人的心门也慢慢为晓辉敞开,这一切也被男人发现....",元帅,,"元帅,薛晴,张美玉,白梅"
